,Authors,Poems
853,Carkleandro Ribeiro       Overwinning,"Podeira lhe escrever a poesia mais linda que um poeta já escreveu,
Poderia lhe dar a flor mais bonita e a mais perfumada do jardim,
Poderia lhe mostrar o mais belo amanhecer, e ficar ao seu lado pra te mostra o pôr do sol,
Poderiaamos contar juntos as estrelas cadentes,
Desejaria ficar rico pra te dar as mais lindas jóias,
Poderia te ver dormir, e te cantaria um canção de ninar, 
Poderia enxugar tuas lágrimas, e faria o possível para que não chorasse mais,
Poderia te ouvir com toda atenção,
Poderia te contar uma piada só pra ver o teu sorriso,
Poderia te ligar de madrugada pra dizer que tenho saudades e dizer o quanto te amo
Mesmo tendo passado o dia inteiro juntos,
Te escreveira uma canção para mostrar minha admiração,
Sonharia com você para dormir bem,
Te daria meu singelo amor para ficar bem...."
854,Victor Motta,"Noite de um inverno

De repente, sinto que estou triste.
Triste pelo que sou,
Triste por tudo que não fui.
Mas, não me aborrece
Essa tristeza ,que vem
E que flui através
Do cinza-azulado da fumaça
Do cigarro, projetada no teto
Mal pintado de meu quarto.
O silêncio amigo que habita
Meu apartamento
Divide comigo o frio da noite,
Que também se vai.
Penso em voltar, penso em partir,
Em estar contigo,
Em dividir essa tristeza
A dois…
Que grita dentro de mim,
Dentro do quarto quieto,
Frio, de ar viciado
De teto mal pintado.
Vejo as marcas incertas
Do pincel,
Como a arranharem
Também dentro de mim
A saudade do que era
E a ansiedade do que será.
Fecho os olhos,
Molhados
E penso num poema que faria,
Se meus olhos molhados
Não estivessem cansados,
Fechados,
Tentando esquecer
Essa tristeza…."
855,desconhecido,"AMOR 

Acredite sempre no amor.
Não fomos feitos para a solidão.
Se você está sofrendo por amor, 
está com a pessoa errada ou
amando de uma forma ruim para você. Caso tenha se separado,
curta a dor, mas se abra para outro amor. 
E se estiver amando, declare o seu amor. Cada vez mais, devemos exercer o
nosso direito de buscar o que queremos (sobretudo no amor).
Mas atenção: elegância e bom senso são fundamentais.
Arrisque!
O amor não é para covardes.
Quem fica a noite em casa sozinho, só terá que decidir que pizza pedir. 
E o único risco será o de engordar, mas
lembre-se. ""Curta muito a sua companhia.""
Casamento dá certo 
para quem não é dependente. 
Aprenda a viver feliz - mesmo sem homem/mulher ao lado.
Se não tiver com quem ir ao cinema, 
vá com a pessoa mais fascinante:
VOCÊ!"
856,Poeta Urbano - 100612,"Missão Poética


É a eterna busca do poema perfeito...

Buscar no universo de cada sonho...Sonhos bons e os ruins...

As respostas do mundo...

A missão de um poeta é árdua...

Unir as palavras em frases...

Destas frases formar os versos...


E assim expressar o mundo em linhas tortas...

Tortas iguais ao mundo onde vivemos...

Um poeta nunca é perfeito...

E quem neste mundo é....

Na poesia escrevo o mundo...

Bonito e feio...

Gentil ou agressivo...

Na poesia escrevo sobre tudo...

Escrevo sobre o meu maior amor...

Escrevo sobre a minha maior dor...

E assim continuo a caminhar...

Palavra por palavra...

Verso por verso...

Até o dia que encontrarei o poema perfeito...

O poema final... Onde encontrarei todas as respostas...

Ou morrer com todas as dúvidas poéticas..."
857,Ana Carvalho,"Eu amo isso. Eterno vai e vem, essa coisa brusca e desenfreada, que me arrasta, depois esquece… comove! complica, arde, alivia, e sempre comove! Isso que move, orienta e desorienta. Minha caneca metade cheia, a blusa grande, os pés pequenos. Faz frio, e ninguém sabe ao certo a medida do tempo.

Seu braço, meu abraço. o cheiro do shampoo, o gosto do doce e do amargo. os cds nas capas erradas, minha suave bagunça. os livros que eu nunca terminei. as folhas que eu não escrevi, as que eu fiz voar. Aviãozinho, sapinho, barquinho, chapeuzinho. eu sei. Sei mais…

É mais do que ir. é estar! sentir, ser…. vida!!!
deixar o vento levar, a voz ecoar, o sol rachar. a boca gelada, sangue quente, pulmões limpos, café, beijo, queijo, goiabada.

eu danço pra vida. e a vida dança pra mim.
vindas e idas. vai ser sempre assim."
858,Pablo Neruda,"Poema 20

Posso escrever os versos mais tristes esta noite. 
Escrever, por exemplo: ""A noite está estrelada,
e tiritam, azuis, os astros lá ao longe"". 
O vento da noite gira no céu e canta.  

Posso escrever os versos mais tristes esta noite.
Eu amei-a e por vezes ela também me amou. 
Em noites como esta tive-a em meus braços.
Beijei-a tantas vezes sob o céu infinito.  

Ela amou-me, por vezes eu também a amava.
Como não ter amado os seus grandes olhos fixos.  
Posso escrever os versos mais tristes esta noite.
Pensar que não a tenho. Sentir que já a perdi.  

Ouvir a noite imensa, mais imensa sem ela.
E o verso cai na alma como no pasto o orvalho. 
Importa lá que o meu amor não pudesse guardá-la.
A noite está estrelada e ela não está comigo.  

Isso é tudo. Ao longe alguém canta. Ao longe.
A minha alma não se contenta com havê-la perdido. 
Como para chegá-la a mim o meu olhar procura-a.
O meu coração procura-a, ela não está comigo.  

A mesma noite que faz branquejar as mesmas árvores.
Nós dois, os de então, já não somos os mesmos. 
Já não a amo, é verdade, mas tanto que a amei.
Esta voz buscava o vento para tocar-lhe o ouvido.  

De outro. Será de outro. Como antes dos meus beijos.
A voz, o corpo claro. Os seus olhos infinitos. 
Já não a amo, é verdade, mas talvez a ame ainda.
É tão curto o amor, tão longo o esquecimento.  

Porque em noites como esta tive-a em meus braços,
a minha alma não se contenta por havê-la perdido. 
Embora seja a última dor que ela me causa,
e estes sejam os últimos versos que lhe escrevo."
859,J.Bernardo,"Homenagem às mães

Mãe, amor sincero sem exagero.
Maior que o teu amor, só o amor de Deus...
És uma árvore fecunda, que germina um novo ser.
Teus filhos, mais que frutos, são parte de você...

És capaz de doar a própria vida para salva-los.
E muito não te valorizam...
Quando crescem, de te esquecem.
São poucos, os que reconhecem...

Mas, Deus nunca lhe esquecerá. 
E abençoará tudo que fizerdes aos seus...
Peço ao Pai Criador que abençoe você.
Um filho precisa ver o risco que é ser mãe...
Tudo é cirurgia, mas ela aceita com alegria.
O filho que vai nascer...

Obrigado é muito pouco, presente não é tudo.
Mas, o reconhecimento, isso! Sim, é pra valer...
Meus sinceros agradecimentos por este momento.
Maio, mês referente às mães, embora é bom lembrar...
Dia das mães, que alegria é todo dia."
860,Desconhecido,"Que neste Natal,
eu possa lembrar dos que vivem em guerra,
e fazer por eles uma prece de paz.

Que eu possa lembrar dos que odeiam,
e fazer por eles uma prece de amor.

Que eu possa perdoar a todos que me magoaram,
e fazer por eles uma prece de perdão.

Que eu lembre dos desesperados,
e faça por eles uma prece de esperança.

Que eu esqueça as tristezas do ano que termina,
e faça uma prece de alegria.

Que eu possa acreditar que o mundo ainda pode ser melhor,
e faça por ele uma prece de fé.

Obrigada Senhor
Por ter alimento,
quando tantos passam o ano com fome.

Por ter saúde,
quando tantos sofrem neste momento.

Por ter um lar,
quando tantos dormem nas ruas.

Por ser feliz,
quando tantos choram na solidão.

Por ter amor,
quantos tantos vivem no ódio.

Pela minha paz,
quando tantos vivem o horror da guerra."
861,Sarah Figueiredo,"Imagino 
O sofrimento
O ecoar da dor 
As lágrimas 
O olhar rogando por misericórdia 

Imagino 
Se tudo tivesse sido diferente
Sem dor 
Sem lágrimas 

Imagino
Se a igualdade social predominasse
O preconceito fosse extinto 
E o respeito usado

Por todos  
Que sofreram
Por todos
Que sofrem

Imagino
Um mundo melhor 
E a todos
Que não puderam usar a sua voz
A todos não podem usar a sua voz 

Ecoou e ecoa em lágrimas 
A dor
Em marcas
Ecoa a luta por liberdade 

Ecoa também 
Na história 
Pessoas 
Negros 
Seres humanos

Julgados por sua cor
Sem direito 
A nada 
A não ser 
O choro

Liberam em lágrimas 
O desejo por liberdade 
A vontade de sair de casa
Tendo a certeza
De que irá voltar

Liberam em lágrimas o medo 
De ser machucado
De ser julgado 
O medo de nunca
Nunca
Conseguir a tão sonhada
Liberdade"
862,Desconhecido,"Feliz aniversário!

Não vou negar que tentei procurar mensagens, frases, poemas e outras várias formas de mandar algo especial, mas cheguei à conclusão que nada que pudesse encontrar iria conseguir mostrar o quanto você é especial. Sua alegria, sinceridade e sua linda beleza não poderiam ser enumeradas em poemas ou mensagens prontas encontradas na internet. 
O que mais me deu força para escrever foi o carinho e o encanto que eu tenho pela pessoa que você é. Não estou falando de beleza, pois essa não precisa ser citada e muito menos contestada. Falo da alegria que passa ao sorrir e da verdade que passa no seu olhar. 
Bom acredito que já consegui falar, ou melhor, escrever o que eu queria. Felicidade, paz, saúde, sucesso e que você continue assim sempre. Nunca mude o seu jeito de ser porque isso vai tirar a essência de ser o que você é."
863,Poemas e Poesias Catarinenses - Face,"NAS MANHÃS DAS TARDES NOTURNAS
de: Eduardo Pinter

Este silêncio que devora todas as manhãs

Parecem gritos ecoando por todos os cantos

Este sentimento vazio que algo está faltando

Parece agonizar sempre quando acordo

E todas as manhãs... parecem todas iguais

Depois do meio dia, sonolência bate, preciso descansar

O corpo parece que já sabe, a tarde é longa, é preciso se preparar

Entre o perdão e o pecado existe um intervalo de consciência

O sangue das mãos é um ato de pura sobrevivência

E todas as tardes... parecem todas iguais

E a noite chega e parece que não sou o mesmo

As promessas das manhãs não tem mais sentido

Não tenho mais tempo p'ra ter pena de mim mesmo

Estou pronto p'ra lutar, pronto pro sacrifício

E todas as noites... são todas iguais

21 maio 2013
Eduardo Pinter"
864,Poemas e Poesias Catarinenses - Face,"Muitos caminhos turvos racionalizam a inquietude distante
Da solidão persistente em tempos de baixa estima.
Remotamente haviam disfarces em máscaras de sorrisos
Porém, a sobriedade da embriaguês aglutina perdidos olhos
Que se escurecem sem aviso prévio desabando qualquer fortaleza
Na imensidão de um vazio que corroe e se faz entristecer.
Não queria que fosse assim!
Mas a persistência da doença cultivada em velhas existências
Se faz melhor se a distância for feita sem contaminação
Àqueles que almejamos na torre do respeito. 
Não é algo que se faz entender com presença. 
Talvez, nem mesmo com palavras.
Mas ao fundo do poço é sabido que só há um caminho:
Adiante - há possibilidades;
Estacionado - as mesmas probabilidades.
Em estações assim é difícil definir qual caminho seguir.

Eduardo Pinter
16 nov. 13"
865,Poemas e Poesias Catarinenses - Face,"Ícaro

Os deuses o abençoaram com a liberdade,
E um espirito aventureiro,
Cheio de confiança e esperança
Sobre o que o aguarda.

Planeja a sua ida ao sol,
Apolo não permitirá, os deuses
Hão de lhe ajudar.
Héstia o guiará.

Com o fogo da paixão ela o presenteará.
Ele não há de recusar o presente
Que acabara de ganhar, nada irá se findar,
Apenas começar.

A deusa da lua se compadecerá
Da filha de Vênus que ousa o desejar.
Assim uma linda história há de se
Inaugurar no livro de ouro da Mitologia.

Onde todos os deuses vão abençoar
Esta união, feita pelo coração.
E todos os amantes vão se inspirar
Para uma nova canção cantar.

O nome de Ícaro hão gritar.
O nome da filha de Vênus hão clamar.
Todos vão querer vivenciar esta emoção
Escrita no céu de uma doce ilusão.

Daiane Bussularo"
866,Sintia Lira,"Tenho amigos santos e loucos
Prostitutas e poetas
Bêbados e drogados aos montes.

Tenho amigos que
não sei que são meus amigos.

Tenho amigos que mentem.
E eu acredito que eles precisem
que eu acredite.
E por que não acreditar?

Tenho amigos que não perdôo os
defeitos que são mais meus do que deles.

Tenho amigos que não
são meus amigos.


Tenho amigos que
deveriam ser amores, e são.


Tenho amigos
que são borboletas.
Suas cores me pintam.

Tenho amigos que não entendo
nada do que eles falam, e
sinto tudo o que eles sentem.

Tenho amigos que brigo.
Por não saber dizer que os amo.

Tenho amigos que são amigos.
Mas não são meus.

Tenho amigos que
são variações da minha
própria existência.

Tenho amigos que são tudo
o que o mundo precisa para
sobreviver.

E ...

Tenho amigos que são
o melhor que há em mim."
867,Poemas e Poesias Catarinenses - Face,"Mergulho nas lembranças 
Renatonova- fevereiro 2014

Ao findar mais um dia de inútil labuta
Retorno ao que chamo de lar, talvez por mera conveniência
Ocultando com tortos sorrisos, o pesar da vida
Tentando ser o que já não sou mais....
Afogando em um copo de alguma bebida barata
O que sobrou da minha alma extorquida

Olhando o sol no seu poente, nada tenho a dizer!
Nos olhos distantes as lembranças
Dos tempos, das pessoas, de tudo que já me foi importante!
Sinto o peso da saudade esmagando o presente
A suave brisa do destino envolver meu rosto
O mundo parece parar neste instante.

A noite surge com passos lânguidos,
As Luzes da cidade surgem feito vaga-lumes enfurecidos
Que tentam sem êxito afastar a escuridão
Baixo os olhos, contemplo o nada!
Me sinto exausto com essa imensa jornada
Repleta de tristezas e de sonhos esquecidos.

Renato Nova"
868,Luciano Spagnol (poeta do cerrado),"VIRADA

Começa a haver meia noite, memoração
Como se tudo no tilintar das taças finda
Calam-se os corações, os fogos falam
Abraços hão de haver, de haver ainda 

E o universo inteiro sozinho...

O meu fadário calado e na berlinda
Do silêncio na inspiração d'um ninho
Ruídos da rua, passos de ida e vinda
E os festejos sussurrando baixinho

E sozinho o universo inteiro...

Felicitações me são dadas do vizinho
Pelo ar ecoam acumulação de cheiro
Então deixo ilusões na taça de vinho
E velo solenemente o meu cativeiro

E inteiro sozinho o universo...

No rés do chão ter esperanças é roteiro
Já o pensamento na saudade disperso
Esperando, escutando, leve e sorrateiro
Qualquer coisa, antes de dormir, averso

Sozinho, solitário não, romeiro...

Vou dormir! Amanhã, dia outro e diverso.

Luciano Spagnol
Cerrado goiano
Poeta do cerrado"
869,Poeta Misantropo,"É complicado sentir-se apartado da grande multidão que segue sem questionar...

Por mais que eu tenha a capacidade de discernimento e instrução para ir a luta e conseguir vencer dentro do que se considera sucesso em nossa contemporaneidade não costumo lutar ou dar importância, não quero entrar nesta guerra falsa material que não leva a nada a não ser a mortificação do espírito...

Talvez não queira vencer, não quero jogar o jogo e ter títulos dos quais me deem algum ""valor"", já joguei fora a escravidão da faculdade, trabalhos fúteis e outras mortificações das quais não me davam prazer existencial...

Talvez termine um maluco de estrada, eu não quero mas do que eu preciso e isto incomoda meu meio abastado, o conforto demasiado me aparta do meu verdadeiro eu...

É na simplicidade do existir onde desperta-se do torpor e letargia.

www.fb.com/poetamisantropo"
